"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"KB","KB Financial Group Inc","34.18","13424056058.3","n/a","South Korea","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/kb",
"KBSF","KBS Fashion Group Limited","2.4416","6326915.6384","n/a","China","2013","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kbsf",
"KEN","Kenon Holdings Ltd.","21.2307","1142779559.9943","n/a","Singapore","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KGJI","Kingold Jewelry Inc.","0.7","46279451.4","n/a","China","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/kgji",
"KEP","Korea Electric Power Corporation","11.28","14482709577.12","n/a","South Korea","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","11.63","5702164065.28","n/a","South Korea","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"KLIC","Kulicke and Soffa Industries, Inc.","22.18","1442133153.22","n/a","Singapore","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"LX","LexinFintech Holdings Ltd.","10.4","1826433991.2","n/a","China","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lx",
"LPL","LG Display Co., Ltd.","5.57","3986066898","n/a","South Korea","2004","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lpl",
"LLIT","Lianluo Smart Limited","0.95","16916256.7","n/a","China","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/llit",
"LITB","LightInTheBox Holding Co., Ltd.","1.44","96808584.96","n/a","China","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/litb",
"LN","LINE Corporation","32.16","7696102024.8","n/a","Japan","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"LOAC","Longevity Acquisition Corporation","10.1693","53592211","n/a","China","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.2001","0","n/a","China","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","10.4079","0","n/a","China","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.1499","0","n/a","China","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacw",
"LK","Luckin Coffee Inc.","24.91","5863256364.74","n/a","China","2019","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/lk",
"LKCO","Luokung Technology Corp","10.01","2005178755.58","n/a","China","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/lkco",
"MMYT","MakeMyTrip Limited","24.45","2516933122.5","n/a","India","2010","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mmyt",
"MDJH","MDJM LTD","2.76","32075226.84","n/a","China","2019","Finance","Real Estate","https://www.nasdaq.com/symbol/mdjh",
"MTL","Mechel PAO","2.05","512013016.35","n/a","Russia","2004","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.869","0","n/a","Russia","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mtl^",
"MLCO","Melco Resorts & Entertainment Limited","20.95","9635339796.3","n/a","Hong Kong","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MUFG","Mitsubishi UFJ Financial Group Inc","4.83","62415832013.64","n/a","Japan","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/mufg",
"MFG","Mizuho Financial Group, Inc.","2.91","36901679567.22","n/a","Japan","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfg",
"MTC","MMTec, Inc.","9.85","197689500","n/a","China","2019","n/a","n/a","https://www.nasdaq.com/symbol/mtc",
"MBT","Mobile TeleSystems OJSC","7.93","7100018413.28","n/a","Russia","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"MOMO","Momo Inc.","31.01","6429900862.7","n/a","China","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MOXC","Moxian, Inc.","1.87","25191759.23","n/a","China","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"NTP","Nam Tai Property Inc.","10.35","395504550","n/a","China","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"NTES","NetEase, Inc.","219.7","28112973699.2","n/a","China","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes",
"EDU","New Oriental Education & Technology Group, Inc.","103.17","16333865114.7","n/a","China","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/edu",
"NEWA","Newater Technology, Inc.","5.56","60098040","n/a","China","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"BIMI","NF Energy Saving Corporation","2.32","17570030.48","n/a","China","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bimi",
"NIU","Niu Technologies","7.14","530766387.06","n/a","China","2018","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/niu",
"NOAH","Noah Holdings Ltd.","30.98","1862813397.04","n/a","China","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NMR","Nomura Holdings Inc ADR","3.49","11603507830.56","n/a","Japan","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"SEED","Origin Agritech Limited","5.2588","16808407.9472","n/a","China","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/seed",
"IX","Orix Corp Ads","72.01","18460270738.44","n/a","Japan","n/a","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/ix",
"OSN","Ossen Innovation Co., Ltd.","2.34","15437064.24","n/a","China","2010","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/osn",
"PTR","PetroChina Company Limited","51.42","94109386784.76","n/a","China","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ptr",
"FENG","Phoenix New Media Limited","2.7","196509358.8","n/a","China","2011","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/feng",
"PDD","Pinduoduo Inc.","22.99","26722591384.28","n/a","China","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","2.7","213448643.1","n/a","China","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PT","Pintec Technology Holdings Limited","3.45","130900120.8","n/a","China","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/pt",
"PLAG","Planet Green Holdings Corp","4.06","31983725.9","n/a","China","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"PHI","PLDT Inc.","22.24","4805080436","n/a","Philippines","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PKX","POSCO","44.48","15512281683.2","n/a","South Korea","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/pkx",
"PBTS","Powerbridge Technologies Co., Ltd.","3.5","30293368","n/a","China","2019","Technology","EDP Services","https://www.nasdaq.com/symbol/pbts",
"PHCF","PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.","2.58","29689499.64","n/a","China","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/phcf",
"PUYI","Puyi Inc.","13.22","797360016.72","n/a","China","2019","Finance","Investment Managers","https://www.nasdaq.com/symbol/puyi",
"QD","Qudian Inc.","8.84","2628734843.8","n/a","China","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/qd",
"QTT","Qutoutiao Inc.","3.7","1069585862","n/a","China","2018","n/a","n/a","https://www.nasdaq.com/symbol/qtt",
"RCON","Recon Technology, Ltd.","0.6922","14495106.1626","n/a","China","2009","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/rcon",
"RBZ","Reebonz Holding Limited","2.05","12755026.2","n/a","Singapore","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/rbz",
"SOL","Renesola Ltd.","1.06","40366803.4","n/a","China","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","0.83","57691136.19","n/a","China","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RETO","ReTo Eco-Solutions, Inc.","1.18","26856800","n/a","China","2017","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/reto",
"REDU","RISE Education Cayman Ltd","8.34","474459447.48","n/a","China","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/redu",
"RUHN","Ruhnn Holding Limited","3.66","302735183.46","n/a","China","2019","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/ruhn",
"SSW","Seaspan Corporation","9.61","2071024384.2","n/a","Hong Kong","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","24.9","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","25.09","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","25.16","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","25.101","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSW^I","Seaspan Corporation","24.85","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^i",
"SSWA","Seaspan Corporation","26","0","n/a","Hong Kong","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SECO","Secoo Holding Limited","7.33","368291437.34","n/a","China","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco",
"LEDS","SemiLEDS Corporation","2.42","8685416.3","n/a","Taiwan","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"AIHS","Senmiao Technology Limited","1.095","30360644.52","n/a","China","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",
"SGOC","SGOCO Group, Ltd","1.06","84828245.82","n/a","China","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"TYHT","Shineco, Inc.","0.755","17268187.86","n/a","China","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
"SHG","Shinhan Financial Group Co Ltd","35.29","16569774786.99","n/a","South Korea","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SIFY","Sify Technologies Limited","1.3384","239766794.0248","n/a","India","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SIMO","Silicon Motion Technology Corporation","34.01","1230136632.51","n/a","Taiwan","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo",
"SINA","Sina Corporation","37.3","2587431622","n/a","China","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","33.82","3660613725.7","n/a","China","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SVA","Sinovac Biotech, Ltd.","6.47","460249285.94","n/a","China","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva",
"SKM","SK Telecom Co., Ltd.","22.76","14736552098.52","n/a","South Korea","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKYS","Sky Solar Holdings, Ltd.","0.57","29892688.98","n/a","Hong Kong","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/skys",
"SOHU","Sohu.com Limited ","12.22","479372734.36","n/a","China","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu",
"SNE","Sony Corp Ord","54.98","68521009740.26","n/a","Japan","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SORL","SORL Auto Parts, Inc.","3.26","62934042.46","n/a","China","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sorl",
"SY","So-Young International Inc.","14.39","1442560719.16","n/a","China","2019","Technology","EDP Services","https://www.nasdaq.com/symbol/sy",
"SPI","SPI Energy Co., Ltd.","1.91","27721978.75","n/a","China","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi",
"SMFG","Sumitomo Mitsui Financial Group Inc","6.9","47498298142.5","n/a","Japan","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/smfg",
"TLC","Taiwan Liposome Company, Ltd.","5.15","164870900.05","n/a","Taiwan","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","41.65","215996900000","n/a","Taiwan","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TAL","TAL Education Group","32.55","19242623145.9","n/a","China","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tal",
